generating_model,replicate,sample_kind,participant,run,fitted_model,fit_success,condition,run_b_rt_mlpd,n_rt,out_of_support_trial_fraction,n_in_support,n_out_of_support,in_support_rt_mlpd,out_of_support_rt_mlpd
M3,105,nominal,M3_nominal_0105,B,M1,True,R,-1.0144297292131457,100,0.02,98,2,-1.023357952874489,-0.5769467698073213
M3,105,nominal,M3_nominal_0105,B,M1,True,L,-0.9959611026642798,100,0.01,99,1,-1.0027318874048556,-0.325653413347265
M3,105,nominal,M3_nominal_0105,B,M2,True,R,-1.012208075075102,100,0.02,98,2,-1.0194675767193855,-0.6564924945052086
M3,105,nominal,M3_nominal_0105,B,M2,True,L,-0.9988058345346065,100,0.01,99,1,-1.0057743574532485,-0.3089220655890685
M3,105,nominal,M3_nominal_0105,B,M3,True,R,-1.014999169849531,100,0.0,100,0,-1.014999169849531,
M3,105,nominal,M3_nominal_0105,B,M3,True,L,-0.9947001157851487,100,0.0,100,0,-0.9947001157851487,
M3,106,nominal,M3_nominal_0106,B,M1,True,R,0.028241437268270025,100,0.0,100,0,0.028241437268270025,
M3,106,nominal,M3_nominal_0106,B,M1,True,L,0.31503977356584956,100,0.0,100,0,0.31503977356584956,
M3,106,nominal,M3_nominal_0106,B,M2,True,R,0.037497518630200476,100,0.0,100,0,0.037497518630200476,
M3,106,nominal,M3_nominal_0106,B,M2,True,L,0.31551609313900175,100,0.0,100,0,0.31551609313900175,
M3,106,nominal,M3_nominal_0106,B,M3,True,R,0.031213833330352516,100,0.0,100,0,0.031213833330352516,
M3,106,nominal,M3_nominal_0106,B,M3,True,L,0.31444377152160186,100,0.0,100,0,0.31444377152160186,
M3,107,nominal,M3_nominal_0107,B,M1,True,R,-137.22202804579138,100,0.52,48,52,-0.9557627647057497,-263.0062729206396
M3,107,nominal,M3_nominal_0107,B,M1,True,L,-0.9125284180845503,100,0.0,100,0,-0.9125284180845503,
M3,107,nominal,M3_nominal_0107,B,M2,True,R,-294399.50393259135,100,0.54,46,54,-0.8895957833881303,-545183.5087380202
M3,107,nominal,M3_nominal_0107,B,M2,True,L,-0.9111202004092036,100,0.0,100,0,-0.9111202004092036,
M3,107,nominal,M3_nominal_0107,B,M3,True,R,-85.95673858759307,100,0.52,48,52,-0.9128021256994318,-164.4588337831872
M3,107,nominal,M3_nominal_0107,B,M3,True,L,-0.9179367759779251,100,0.0,100,0,-0.9179367759779251,
M3,108,nominal,M3_nominal_0108,B,M1,True,R,-1.0540370235869967,100,0.01,99,1,-1.050622555685575,-1.3920693458277391
M3,108,nominal,M3_nominal_0108,B,M1,True,L,-1.4402695461303088,100,0.0,100,0,-1.4402695461303088,
M3,108,nominal,M3_nominal_0108,B,M2,True,R,-1.0519354847474287,100,0.0,100,0,-1.0519354847474287,
M3,108,nominal,M3_nominal_0108,B,M2,True,L,-1.4408859316185179,100,0.0,100,0,-1.4408859316185179,
M3,108,nominal,M3_nominal_0108,B,M3,True,R,-1.0514567053454147,100,0.0,100,0,-1.0514567053454147,
M3,108,nominal,M3_nominal_0108,B,M3,True,L,-1.4360925609125443,100,0.0,100,0,-1.4360925609125443,
M3,109,nominal,M3_nominal_0109,B,M1,True,R,-1.2135642476567394,100,0.0,100,0,-1.2135642476567394,
M3,109,nominal,M3_nominal_0109,B,M1,True,L,-1.0960395213319627,100,0.0,100,0,-1.0960395213319627,
M3,109,nominal,M3_nominal_0109,B,M2,True,R,-1.2120876749596001,100,0.01,99,1,-1.2137808704017452,-1.044461326187257
M3,109,nominal,M3_nominal_0109,B,M2,True,L,-1.0749455822268859,100,0.02,98,2,-1.0772890297710298,-0.9601166525638254
M3,109,nominal,M3_nominal_0109,B,M3,True,R,-1.217715631491634,100,0.0,100,0,-1.217715631491634,
M3,109,nominal,M3_nominal_0109,B,M3,True,L,-1.1023099833431553,100,0.0,100,0,-1.1023099833431553,
M3,110,nominal,M3_nominal_0110,B,M1,True,R,-0.9226754981896148,100,0.0,100,0,-0.9226754981896148,
M3,110,nominal,M3_nominal_0110,B,M1,True,L,-1.1684637960600117,100,0.01,99,1,-1.1556252441781865,-2.4394804323607127
M3,110,nominal,M3_nominal_0110,B,M2,True,R,-0.9217366372727009,100,0.0,100,0,-0.9217366372727009,
M3,110,nominal,M3_nominal_0110,B,M2,True,L,-1.1684024141454092,100,0.0,100,0,-1.1684024141454092,
M3,110,nominal,M3_nominal_0110,B,M3,True,R,-0.9223956126979406,100,0.0,100,0,-0.9223956126979406,
M3,110,nominal,M3_nominal_0110,B,M3,True,L,-1.1650406438793997,100,0.0,100,0,-1.1650406438793997,
M3,111,nominal,M3_nominal_0111,B,M1,True,R,-1.4674513223675512,100,0.02,98,2,-1.4762327177225611,-1.0371629499720778
M3,111,nominal,M3_nominal_0111,B,M1,True,L,-1.6444564802184218,100,0.03,97,3,-1.6454103240912195,-1.613615528331299
M3,111,nominal,M3_nominal_0111,B,M2,True,R,-1.4662631767030143,100,0.13,87,13,-1.4991990990846091,-1.245845849995418
M3,111,nominal,M3_nominal_0111,B,M2,True,L,-1.64099000803722,100,0.03,97,3,-1.6419151989696892,-1.6110755012207107
M3,111,nominal,M3_nominal_0111,B,M3,True,R,-1.4696567499421969,100,0.0,100,0,-1.4696567499421969,
M3,111,nominal,M3_nominal_0111,B,M3,True,L,-1.6407083492392553,100,0.0,100,0,-1.6407083492392553,
M3,112,nominal,M3_nominal_0112,B,M1,True,R,-1.436307130104976,100,0.05,95,5,-1.4351675501315666,-1.4579591495997486
M3,112,nominal,M3_nominal_0112,B,M1,True,L,-1.4607463144765804,100,0.03,97,3,-1.4634107788496826,-1.374595299746262
M3,112,nominal,M3_nominal_0112,B,M2,True,R,-1.4422240249283191,100,0.05,95,5,-1.441307234886906,-1.4596430357151662
M3,112,nominal,M3_nominal_0112,B,M2,True,L,-1.4531392868579784,100,0.01,99,1,-1.447796398445498,-1.9820852396935105
M3,112,nominal,M3_nominal_0112,B,M3,True,R,-1.4434781403993122,100,0.0,100,0,-1.4434781403993122,
M3,112,nominal,M3_nominal_0112,B,M3,True,L,-1.4603875630194603,100,0.0,100,0,-1.4603875630194603,
M3,113,nominal,M3_nominal_0113,B,M1,True,R,-1.6686379507702798,100,0.0,100,0,-1.6686379507702798,
M3,113,nominal,M3_nominal_0113,B,M1,True,L,-1.5592867311514271,100,0.0,100,0,-1.5592867311514271,
M3,113,nominal,M3_nominal_0113,B,M2,True,R,-1.6694601809079084,100,0.0,100,0,-1.6694601809079084,
M3,113,nominal,M3_nominal_0113,B,M2,True,L,-1.5583793553325769,100,0.0,100,0,-1.5583793553325769,
M3,113,nominal,M3_nominal_0113,B,M3,True,R,-1.6679547849056222,100,0.0,100,0,-1.6679547849056222,
M3,113,nominal,M3_nominal_0113,B,M3,True,L,-1.5595838609523907,100,0.0,100,0,-1.5595838609523907,
M3,114,nominal,M3_nominal_0114,B,M1,True,R,-1.3898744548427258,100,0.0,100,0,-1.3898744548427258,
M3,114,nominal,M3_nominal_0114,B,M1,True,L,-1.6658590640013953,100,0.02,98,2,-1.6744681607575045,-1.2440133229520345
M3,114,nominal,M3_nominal_0114,B,M2,True,R,-1.3916245542268977,100,0.0,100,0,-1.3916245542268977,
M3,114,nominal,M3_nominal_0114,B,M2,True,L,-1.6645026359542934,100,0.0,100,0,-1.6645026359542934,
M3,114,nominal,M3_nominal_0114,B,M3,True,R,-1.3908766386440257,100,0.0,100,0,-1.3908766386440257,
M3,114,nominal,M3_nominal_0114,B,M3,True,L,-1.6666778843402457,100,0.0,100,0,-1.6666778843402457,
M3,115,nominal,M3_nominal_0115,B,M1,True,R,-1.6608668699530076,100,0.0,100,0,-1.6608668699530076,
M3,115,nominal,M3_nominal_0115,B,M1,True,L,-1.8639361535188965,100,0.02,98,2,-1.87541000973933,-1.3017171987176623
M3,115,nominal,M3_nominal_0115,B,M2,True,R,-1.6628133548081714,100,0.01,99,1,-1.6686563331307276,-1.0843585008751149
M3,115,nominal,M3_nominal_0115,B,M2,True,L,-1.864521947085923,100,0.08,92,8,-1.9008679272582265,-1.4465431751044313
M3,115,nominal,M3_nominal_0115,B,M3,True,R,-1.6608109128262567,100,0.0,100,0,-1.6608109128262567,
M3,115,nominal,M3_nominal_0115,B,M3,True,L,-1.8635743329318546,100,0.0,100,0,-1.8635743329318546,
M3,116,nominal,M3_nominal_0116,B,M1,True,R,-1.2490309797112018,100,0.01,99,1,-1.2471616742214062,-1.4340922232009543
M3,116,nominal,M3_nominal_0116,B,M1,True,L,-1.662996355601088,100,0.0,100,0,-1.662996355601088,
M3,116,nominal,M3_nominal_0116,B,M2,True,R,-1.2488225093509016,100,0.0,100,0,-1.2488225093509016,
M3,116,nominal,M3_nominal_0116,B,M2,True,L,-1.6624975461359628,100,0.0,100,0,-1.6624975461359628,
M3,116,nominal,M3_nominal_0116,B,M3,True,R,-1.2485824021887812,100,0.01,99,1,-1.2528563537623063,-0.8254611964097957
M3,116,nominal,M3_nominal_0116,B,M3,True,L,-1.6584773812766036,100,0.0,100,0,-1.6584773812766036,
M3,117,nominal,M3_nominal_0117,B,M1,True,R,-1.2015943208903488,100,0.08,92,8,-1.2041362370774338,-1.1723622847388735
M3,117,nominal,M3_nominal_0117,B,M1,True,L,-1.5677818026046568,100,0.01,99,1,-1.5663117975133865,-1.7133123066404075
M3,117,nominal,M3_nominal_0117,B,M2,True,R,-1.1992346639842817,100,0.05,95,5,-1.2012636533064738,-1.1606838668626287
M3,117,nominal,M3_nominal_0117,B,M2,True,L,-1.5694612275260424,100,0.02,98,2,-1.5734085989804487,-1.3760400262601609
M3,117,nominal,M3_nominal_0117,B,M3,True,R,-1.1874810634651891,100,0.0,100,0,-1.1874810634651891,
M3,117,nominal,M3_nominal_0117,B,M3,True,L,-1.5706755572573734,100,0.0,100,0,-1.5706755572573734,
M3,118,nominal,M3_nominal_0118,B,M1,True,R,-1.657692038483654,100,0.13,87,13,-1.686426307355012,-1.4653934698830315
M3,118,nominal,M3_nominal_0118,B,M1,True,L,-1.7532114152368576,100,0.0,100,0,-1.7532114152368576,
M3,118,nominal,M3_nominal_0118,B,M2,True,R,-1.6557052857070393,100,0.13,87,13,-1.6839903127770681,-1.4664131814691541
M3,118,nominal,M3_nominal_0118,B,M2,True,L,-1.752738190649323,100,0.0,100,0,-1.752738190649323,
M3,118,nominal,M3_nominal_0118,B,M3,True,R,-1.6581821839939102,100,0.0,100,0,-1.6581821839939102,
M3,118,nominal,M3_nominal_0118,B,M3,True,L,-1.7540098579979548,100,0.0,100,0,-1.7540098579979548,
M3,119,nominal,M3_nominal_0119,B,M1,True,R,-1.0162069464878885,100,0.0,100,0,-1.0162069464878885,
M3,119,nominal,M3_nominal_0119,B,M1,True,L,-1.3204799289247433,100,0.01,99,1,-1.3214882047228391,-1.2206606249132597
M3,119,nominal,M3_nominal_0119,B,M2,True,R,-1.0146319786219884,100,0.0,100,0,-1.0146319786219884,
M3,119,nominal,M3_nominal_0119,B,M2,True,L,-1.3199473978312897,100,0.0,100,0,-1.3199473978312897,
M3,119,nominal,M3_nominal_0119,B,M3,True,R,-1.0180607715114471,100,0.0,100,0,-1.0180607715114471,
M3,119,nominal,M3_nominal_0119,B,M3,True,L,-1.3240048191640759,100,0.0,100,0,-1.3240048191640759,
M3,120,nominal,M3_nominal_0120,B,M1,True,R,-1.8722878676140713,100,0.0,100,0,-1.8722878676140713,
M3,120,nominal,M3_nominal_0120,B,M1,True,L,-1.6890109081467743,100,0.0,100,0,-1.6890109081467743,
M3,120,nominal,M3_nominal_0120,B,M2,True,R,-1.8901559519501947,100,0.0,100,0,-1.8901559519501947,
M3,120,nominal,M3_nominal_0120,B,M2,True,L,-1.6869263564705905,100,0.02,98,2,-1.6903572278145491,-1.5188136606166327
M3,120,nominal,M3_nominal_0120,B,M3,True,R,-1.8665681416940976,100,0.03,97,3,-1.8759014694499974,-1.5647905442533354
M3,120,nominal,M3_nominal_0120,B,M3,True,L,-1.6870373858474559,100,0.0,100,0,-1.6870373858474559,
M3,121,nominal,M3_nominal_0121,B,M1,True,R,-1.8510105527398488,100,0.06,94,6,-1.860498577753217,-1.7023648275304117
M3,121,nominal,M3_nominal_0121,B,M1,True,L,-2.0926830005954855,100,0.03,97,3,-2.096169087273483,-1.9799661980068939
M3,121,nominal,M3_nominal_0121,B,M2,True,R,-1.8526073282984863,100,0.05,95,5,-1.855241494875542,-1.8025581633344268
M3,121,nominal,M3_nominal_0121,B,M2,True,L,-2.092688227297712,100,0.13,87,13,-2.0734202176051464,-2.221635676778725
M3,121,nominal,M3_nominal_0121,B,M3,True,R,-1.8505465348744985,100,0.0,100,0,-1.8505465348744985,
M3,121,nominal,M3_nominal_0121,B,M3,True,L,-2.0923465356656723,100,0.0,100,0,-2.0923465356656723,
M3,122,nominal,M3_nominal_0122,B,M1,True,R,-0.7519934138318817,100,0.0,100,0,-0.7519934138318817,
M3,122,nominal,M3_nominal_0122,B,M1,True,L,-1.6304406059485563,100,0.0,100,0,-1.6304406059485563,
M3,122,nominal,M3_nominal_0122,B,M2,True,R,-0.7566821178005461,100,0.0,100,0,-0.7566821178005461,
M3,122,nominal,M3_nominal_0122,B,M2,True,L,-1.622886486954747,100,0.0,100,0,-1.622886486954747,
M3,122,nominal,M3_nominal_0122,B,M3,True,R,-0.7492598034139338,100,0.0,100,0,-0.7492598034139338,
M3,122,nominal,M3_nominal_0122,B,M3,True,L,-1.6242545204795151,100,0.0,100,0,-1.6242545204795151,
M3,123,nominal,M3_nominal_0123,B,M1,True,R,-1.3380789572205152,100,0.01,99,1,-1.3443540545757977,-0.7168443190475475
M3,123,nominal,M3_nominal_0123,B,M1,True,L,-1.3445328953936504,100,0.0,100,0,-1.3445328953936504,
M3,123,nominal,M3_nominal_0123,B,M2,True,R,-1.3392862862965271,100,0.0,100,0,-1.3392862862965271,
M3,123,nominal,M3_nominal_0123,B,M2,True,L,-1.3460102459520606,100,0.0,100,0,-1.3460102459520606,
M3,123,nominal,M3_nominal_0123,B,M3,True,R,-1.334481330230042,100,0.0,100,0,-1.334481330230042,
M3,123,nominal,M3_nominal_0123,B,M3,True,L,-1.341887441559019,100,0.0,100,0,-1.341887441559019,
M3,124,nominal,M3_nominal_0124,B,M1,True,R,-1.1934417469905743,100,0.03,97,3,-1.2017509464933154,-0.9247776297352764
M3,124,nominal,M3_nominal_0124,B,M1,True,L,-1.5587683795349987,100,0.02,98,2,-1.5715708299184128,-0.9314483107477205
M3,124,nominal,M3_nominal_0124,B,M2,True,R,-1.1918229004702043,100,0.05,95,5,-1.2000628712658263,-1.0352634553533906
M3,124,nominal,M3_nominal_0124,B,M2,True,L,-1.5606548067836132,100,0.01,99,1,-1.5661490838875225,-1.0167213734965717
M3,124,nominal,M3_nominal_0124,B,M3,True,R,-1.1937822441065316,100,0.01,99,1,-1.1982429759872009,-0.7521697879202881
M3,124,nominal,M3_nominal_0124,B,M3,True,L,-1.5610216688660645,100,0.0,100,0,-1.5610216688660645,
M3,125,nominal,M3_nominal_0125,B,M1,True,R,-1.6438041032664057,100,0.0,100,0,-1.6438041032664057,
M3,125,nominal,M3_nominal_0125,B,M1,True,L,-1.6570158667821664,100,0.0,100,0,-1.6570158667821664,
M3,125,nominal,M3_nominal_0125,B,M2,True,R,-1.644988022859371,100,0.0,100,0,-1.644988022859371,
M3,125,nominal,M3_nominal_0125,B,M2,True,L,-1.6570422180113462,100,0.0,100,0,-1.6570422180113462,
M3,125,nominal,M3_nominal_0125,B,M3,True,R,-1.6478910556120496,100,0.0,100,0,-1.6478910556120496,
M3,125,nominal,M3_nominal_0125,B,M3,True,L,-1.665720740101095,100,0.0,100,0,-1.665720740101095,
M3,126,nominal,M3_nominal_0126,B,M1,True,R,-1.46967548842717,100,0.0,100,0,-1.46967548842717,
M3,126,nominal,M3_nominal_0126,B,M1,True,L,-1.823399367322513,100,0.01,99,1,-1.8170918005486059,-2.447848477939369
M3,126,nominal,M3_nominal_0126,B,M2,True,R,-1.4687529073497385,100,0.0,100,0,-1.4687529073497385,
M3,126,nominal,M3_nominal_0126,B,M2,True,L,-1.8208234257774418,100,0.01,99,1,-1.8141388616308431,-2.482595276290735
M3,126,nominal,M3_nominal_0126,B,M3,True,R,-1.4707277324240682,100,0.01,99,1,-1.4744022792690916,-1.1069475947667666
M3,126,nominal,M3_nominal_0126,B,M3,True,L,-1.8239162677638754,100,0.0,100,0,-1.8239162677638754,
M3,127,nominal,M3_nominal_0127,B,M1,True,R,-3.1948898298365553,100,0.48,52,48,-0.8400978957552615,-5.74591442509129
M3,127,nominal,M3_nominal_0127,B,M1,True,L,-0.6799989030991691,100,0.01,99,1,-0.6853136966668868,-0.15383433989510245
M3,127,nominal,M3_nominal_0127,B,M2,True,R,-878.5667182395661,100,0.52,48,52,-0.9818696365421126,-1688.645040026973
M3,127,nominal,M3_nominal_0127,B,M2,True,L,-0.6852503728229773,100,0.01,99,1,-0.6906954483532779,-0.14618789532320772
M3,127,nominal,M3_nominal_0127,B,M3,True,R,-1.5409091671758477,100,0.45,55,45,-0.9464197091731713,-2.2675073936235624
M3,127,nominal,M3_nominal_0127,B,M3,True,L,-0.6781422474898525,100,0.0,100,0,-0.6781422474898525,
M3,128,nominal,M3_nominal_0128,B,M1,True,R,-1.2983125642745506,100,0.0,100,0,-1.2983125642745506,
M3,128,nominal,M3_nominal_0128,B,M1,True,L,-1.53923552157922,100,0.01,99,1,-1.54497313683716,-0.971211611043169
M3,128,nominal,M3_nominal_0128,B,M2,True,R,-1.2965915890598623,100,0.0,100,0,-1.2965915890598623,
M3,128,nominal,M3_nominal_0128,B,M2,True,L,-1.5286758623016883,100,0.11,89,11,-1.5627657916801043,-1.2528573427854133
M3,128,nominal,M3_nominal_0128,B,M3,True,R,-1.2936528099755373,100,0.0,100,0,-1.2936528099755373,
M3,128,nominal,M3_nominal_0128,B,M3,True,L,-1.5490195527105337,100,0.0,100,0,-1.5490195527105337,
M3,129,nominal,M3_nominal_0129,B,M1,True,R,-40.49662110977793,100,0.63,37,63,-1.0659092202427498,-63.65434079093348
M3,129,nominal,M3_nominal_0129,B,M1,True,L,-1.7041540811269777,100,0.01,99,1,-1.7045369098940955,-1.6662540331823323
M3,129,nominal,M3_nominal_0129,B,M2,True,R,-199256.04325795677,100,0.66,34,66,-1.0660262680478698,-301902.5466803418
M3,129,nominal,M3_nominal_0129,B,M2,True,L,-1.6973773276570634,100,0.0,100,0,-1.6973773276570634,
M3,129,nominal,M3_nominal_0129,B,M3,True,R,-12.914963836244588,100,0.56,44,56,-1.1160696314020369,-22.185523568620876
M3,129,nominal,M3_nominal_0129,B,M3,True,L,-1.6976807729254721,100,0.0,100,0,-1.6976807729254721,
M3,130,nominal,M3_nominal_0130,B,M1,True,R,-1.4547506638936962,100,0.6,40,60,-0.803083615288139,-1.8891953629640672
M3,130,nominal,M3_nominal_0130,B,M1,True,L,-1.0465256506339562,100,0.0,100,0,-1.0465256506339562,
M3,130,nominal,M3_nominal_0130,B,M2,True,R,-72.63037314207801,100,0.74,26,74,-0.7037304935790553,-97.90189623479385
M3,130,nominal,M3_nominal_0130,B,M2,True,L,-1.0457819521500098,100,0.0,100,0,-1.0457819521500098,
M3,130,nominal,M3_nominal_0130,B,M3,True,R,-1.0038008037382895,100,0.54,46,54,-0.9803662891337348,-1.023763538401428
M3,130,nominal,M3_nominal_0130,B,M3,True,L,-1.0452006628813613,100,0.0,100,0,-1.0452006628813613,
M3,131,nominal,M3_nominal_0131,B,M1,True,R,-1.5621710824091162,100,0.0,100,0,-1.5621710824091162,
M3,131,nominal,M3_nominal_0131,B,M1,True,L,-1.4029136662867479,100,0.0,100,0,-1.4029136662867479,
M3,131,nominal,M3_nominal_0131,B,M2,True,R,-1.556604325322214,100,0.0,100,0,-1.556604325322214,
M3,131,nominal,M3_nominal_0131,B,M2,True,L,-1.404355614599127,100,0.0,100,0,-1.404355614599127,
M3,131,nominal,M3_nominal_0131,B,M3,True,R,-1.548857718428441,100,0.03,97,3,-1.5690993527439543,-0.8943782088935327
M3,131,nominal,M3_nominal_0131,B,M3,True,L,-1.4031861234266139,100,0.0,100,0,-1.4031861234266139,
M3,132,nominal,M3_nominal_0132,B,M1,True,R,-1.3880217398321846,100,0.0,100,0,-1.3880217398321846,
M3,132,nominal,M3_nominal_0132,B,M1,True,L,-1.3554946116498792,100,0.01,99,1,-1.3596388017983307,-0.9452197869531997
M3,132,nominal,M3_nominal_0132,B,M2,True,R,-1.3879375846730386,100,0.02,98,2,-1.3979267549128975,-0.8984682429199585
M3,132,nominal,M3_nominal_0132,B,M2,True,L,-1.3542569235865407,100,0.0,100,0,-1.3542569235865407,
M3,132,nominal,M3_nominal_0132,B,M3,True,R,-1.387697613899289,100,0.0,100,0,-1.387697613899289,
M3,132,nominal,M3_nominal_0132,B,M3,True,L,-1.3557508523560688,100,0.0,100,0,-1.3557508523560688,
M3,133,nominal,M3_nominal_0133,B,M1,True,R,-1.0904394901550132,100,0.01,99,1,-1.0954510661233685,-0.5942934692878041
M3,133,nominal,M3_nominal_0133,B,M1,True,L,-1.3257033741327988,100,0.0,100,0,-1.3257033741327988,
M3,133,nominal,M3_nominal_0133,B,M2,True,R,-1.0927175106641291,100,0.0,100,0,-1.0927175106641291,
M3,133,nominal,M3_nominal_0133,B,M2,True,L,-1.332093214391169,100,0.0,100,0,-1.332093214391169,
M3,133,nominal,M3_nominal_0133,B,M3,True,R,-1.0919048249029724,100,0.0,100,0,-1.0919048249029724,
M3,133,nominal,M3_nominal_0133,B,M3,True,L,-1.32835866944318,100,0.0,100,0,-1.32835866944318,
M3,134,nominal,M3_nominal_0134,B,M1,True,R,-1.5063025146203222,100,0.0,100,0,-1.5063025146203222,
M3,134,nominal,M3_nominal_0134,B,M1,True,L,-2.135727684496694,100,0.0,100,0,-2.135727684496694,
M3,134,nominal,M3_nominal_0134,B,M2,True,R,-1.5063910941980374,100,0.01,99,1,-1.5129368013272841,-0.8583660884025877
M3,134,nominal,M3_nominal_0134,B,M2,True,L,-2.1380352761996093,100,0.0,100,0,-2.1380352761996093,
M3,134,nominal,M3_nominal_0134,B,M3,True,R,-1.5056049160582805,100,0.0,100,0,-1.5056049160582805,
M3,134,nominal,M3_nominal_0134,B,M3,True,L,-2.1345173693619452,100,0.0,100,0,-2.1345173693619452,
M3,135,nominal,M3_nominal_0135,B,M1,True,R,-0.8736724363878967,100,0.02,98,2,-0.8666158835422085,-1.2194435258266252
M3,135,nominal,M3_nominal_0135,B,M1,True,L,-0.9940870449024949,100,0.0,100,0,-0.9940870449024949,
M3,135,nominal,M3_nominal_0135,B,M2,True,R,-0.86722370548874,100,0.01,99,1,-0.8715572052975499,-0.4382072244165512
M3,135,nominal,M3_nominal_0135,B,M2,True,L,-0.9992752679922886,100,0.0,100,0,-0.9992752679922886,
M3,135,nominal,M3_nominal_0135,B,M3,True,R,-0.8807200059006532,100,0.0,100,0,-0.8807200059006532,
M3,135,nominal,M3_nominal_0135,B,M3,True,L,-0.9942640906579421,100,0.02,98,2,-0.9921797233875422,-1.0963980869075325
M3,136,nominal,M3_nominal_0136,B,M1,True,R,-2.1245017396207033,100,0.0,100,0,-2.1245017396207033,
M3,136,nominal,M3_nominal_0136,B,M1,True,L,-2.342868574360333,100,0.0,100,0,-2.342868574360333,
M3,136,nominal,M3_nominal_0136,B,M2,True,R,-2.12879848189075,100,0.0,100,0,-2.12879848189075,
M3,136,nominal,M3_nominal_0136,B,M2,True,L,-2.3471666347228783,100,0.0,100,0,-2.3471666347228783,
M3,136,nominal,M3_nominal_0136,B,M3,True,R,-2.1301783924952438,100,0.02,98,2,-2.1235359599785117,-2.455657585815119
M3,136,nominal,M3_nominal_0136,B,M3,True,L,-2.345942492191578,100,0.01,99,1,-2.352702741784283,-1.676677782513751
M3,137,nominal,M3_nominal_0137,B,M1,True,R,-1.5348338706548916,100,0.01,99,1,-1.5398853136874924,-1.0347410104274066
M3,137,nominal,M3_nominal_0137,B,M1,True,L,-1.8280301680723954,100,0.01,99,1,-1.8284301796832387,-1.788429018598922
M3,137,nominal,M3_nominal_0137,B,M2,True,R,-1.5270383643305145,100,0.02,98,2,-1.5319221650943347,-1.2877321269033377
M3,137,nominal,M3_nominal_0137,B,M2,True,L,-1.8288335589597722,100,0.01,99,1,-1.8289488221433434,-1.8174225037861989
M3,137,nominal,M3_nominal_0137,B,M3,True,R,-1.5306373840883538,100,0.0,100,0,-1.5306373840883538,
M3,137,nominal,M3_nominal_0137,B,M3,True,L,-1.827826613180095,100,0.0,100,0,-1.827826613180095,
M3,138,nominal,M3_nominal_0138,B,M1,True,R,-1.2026985570269753,100,0.02,98,2,-1.2113999068310122,-0.7763324166291696
M3,138,nominal,M3_nominal_0138,B,M1,True,L,-1.3799482679343165,100,0.0,100,0,-1.3799482679343165,
M3,138,nominal,M3_nominal_0138,B,M2,True,R,-1.202277473311793,100,0.05,95,5,-1.2164518425913036,-0.9329644570010907
M3,138,nominal,M3_nominal_0138,B,M2,True,L,-1.3795272586708947,100,0.0,100,0,-1.3795272586708947,
M3,138,nominal,M3_nominal_0138,B,M3,True,R,-1.2008574691973422,100,0.0,100,0,-1.2008574691973422,
M3,138,nominal,M3_nominal_0138,B,M3,True,L,-1.382349196372287,100,0.0,100,0,-1.382349196372287,
M3,139,nominal,M3_nominal_0139,B,M1,True,R,-1.2407144500480232,100,0.0,100,0,-1.2407144500480232,
M3,139,nominal,M3_nominal_0139,B,M1,True,L,-2.4327296325236967,100,0.4,60,40,-1.139541466090496,-4.372511882173497
M3,139,nominal,M3_nominal_0139,B,M2,True,R,-1.2455605060518855,100,0.12,88,12,-1.235161618480805,-1.3218190149064766
M3,139,nominal,M3_nominal_0139,B,M2,True,L,-64.89185322222805,100,0.4,60,40,-1.1319411800674943,-160.5317212854689
M3,139,nominal,M3_nominal_0139,B,M3,True,R,-1.2511208083465486,100,0.01,99,1,-1.2571416246619023,-0.6550599931265533
M3,139,nominal,M3_nominal_0139,B,M3,True,L,-1.02636626222612,100,0.38,62,38,-1.0905695886906615,-0.9216134664155525
M3,140,nominal,M3_nominal_0140,B,M1,True,R,-1.4855187840077073,100,0.0,100,0,-1.4855187840077073,
M3,140,nominal,M3_nominal_0140,B,M1,True,L,-1.7266448744874503,100,0.01,99,1,-1.7320654038611212,-1.1900124664940142
M3,140,nominal,M3_nominal_0140,B,M2,True,R,-1.4903895398310953,100,0.0,100,0,-1.4903895398310953,
M3,140,nominal,M3_nominal_0140,B,M2,True,L,-1.7229359686304455,100,0.01,99,1,-1.728438104380174,-1.1782245294073295
M3,140,nominal,M3_nominal_0140,B,M3,True,R,-1.4769407820367146,100,0.0,100,0,-1.4769407820367146,
M3,140,nominal,M3_nominal_0140,B,M3,True,L,-1.7376395029665224,100,0.0,100,0,-1.7376395029665224,
M3,141,nominal,M3_nominal_0141,B,M1,True,R,-1.1086140862652318,100,0.0,100,0,-1.1086140862652318,
M3,141,nominal,M3_nominal_0141,B,M1,True,L,-1.2020069964313769,100,0.01,99,1,-1.207575227018537,-0.6507521683025267
M3,141,nominal,M3_nominal_0141,B,M2,True,R,-1.1110362847083863,100,0.0,100,0,-1.1110362847083863,
M3,141,nominal,M3_nominal_0141,B,M2,True,L,-1.2073220254995818,100,0.03,97,3,-1.2150538201168144,-0.9573273328757305
M3,141,nominal,M3_nominal_0141,B,M3,True,R,-1.1075740572263206,100,0.0,100,0,-1.1075740572263206,
M3,141,nominal,M3_nominal_0141,B,M3,True,L,-1.2015346216838052,100,0.0,100,0,-1.2015346216838052,
M3,142,nominal,M3_nominal_0142,B,M1,True,R,-0.9624601643978893,100,0.44,56,44,-0.3867291679834168,-1.6952087052890357
M3,142,nominal,M3_nominal_0142,B,M1,True,L,-1.0233438483378787,100,0.01,99,1,-1.0164401741221636,-1.7068075956936806
