generating_model,replicate,sample_kind,source_participant,truth_source,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma
M2,25,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,26,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,27,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,28,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,29,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,30,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,31,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,32,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,33,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,34,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,35,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,36,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,37,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,38,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,39,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,40,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,41,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,42,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,43,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,44,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,45,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,46,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,47,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,48,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,49,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M3,0,nominal,2rrjzhgj9,run_a_map,0.4200217278763111,0.0711363915519083,-0.3568237103869324,0.861522069758704,0.0069363576374608,-4.456391615859313,-1.0584955515789118
M3,1,nominal,3lmzwis6r,run_a_map,1.1588933902493193,0.0300571678843311,0.233198772099338,1.023334869230153,0.3258417301832143,-4.598606609768436,-0.8598598245722395
M3,2,nominal,4f8msviwg,run_a_map,-0.340244690301393,-1.5614420209122315,-0.5142628571129422,0.5556751476854422,0.1916670244526138,-6.290798260156057,-1.326566605736657
M3,3,nominal,52b64k0rp,run_a_map,3.826304348919176,1.1375854082443635,-1.6622434064088702,0.6452346559881017,0.0070947045345863,-5.015831097981955,-0.7694126129427722
M3,4,nominal,5wlmihb4c,run_a_map,2.0619462178401764,-0.2539557209270746,-0.430474939095173,0.8121643806596126,-0.1170391617728108,-4.723876884098606,-1.2530174630911604
M3,5,nominal,6owg3par9,run_a_map,0.2301643880592632,-0.0538220430346805,1.2105663278787304,0.6940015001645344,0.2442210205892072,-4.550481094141058,-0.9040077920700136
M3,6,nominal,8py7pm5i0,run_a_map,1.2193440699636036,1.3549402608343577,-0.516782125623177,0.3629806623616482,0.236590000677331,-4.090228704831508,-0.8706232366870666
M3,7,nominal,95vrrzevd,run_a_map,1.0163742289530653,-1.1470328370776883,0.8734474703727039,0.7844885567059058,-0.0984285938619633,-4.710797821305599,-1.2217595149743783
M3,8,nominal,bh348lli7,run_a_map,2.8559884972067704,-3.305381265512163,4.60517,-0.6233200686953921,-0.1894538895773403,-6.35198372839159,-0.8841343363339458
M3,9,nominal,c0ry57ax9,run_a_map,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324
M3,10,nominal,ck5f3lx8c,run_a_map,0.9778465616540862,0.036103346248729,0.7880120281192953,0.8018747707557988,0.2653105588437984,-5.052592034538317,-1.0842209623957189
M3,11,nominal,ctdyczfpw,run_a_map,0.3920171870974281,-1.7393958454284146,0.6950577425151301,0.8216072817502565,-0.0902701470142835,-4.604626114516602,-1.0550464745908426
M3,12,nominal,dasemqdsv,run_a_map,1.7964811159975418,-0.4983527104222978,-0.1560184037117578,0.6561209695478674,0.0406249169762785,-4.793614468315006,-1.007114121418076
M3,13,nominal,derouhkrw,run_a_map,0.5662768994379229,-0.0763110281846289,1.2579559620906104,0.8534141307825751,0.311692551814094,-4.204116167004322,-0.875786440418056
M3,14,nominal,dm8t9csqy,run_a_map,2.2352102271597145,-0.9008936548598598,0.44047847640393,0.8733263277071599,0.1995783323754678,-5.449616629396773,-1.021957210287251
M3,15,nominal,eqi6zanpf,run_a_map,1.5107620768685943,-1.871064532414064,0.3089626788445491,1.2040679320579517,0.0302272260380411,-5.0232537134079855,-1.0547012456766072
M3,16,nominal,etxmnk1pg,run_a_map,1.8355660360685644,-1.100972958697796,-0.4349367058186655,0.7724397295598187,0.2485257094132741,-5.497637576457374,-0.791635336628615
M3,17,nominal,goz8d3fp9,run_a_map,1.9075919598023656,-0.5620148219400511,0.5416865939407476,0.9681035830659284,0.1427622955553707,-5.150256588769876,-0.7296844624705952
M3,18,nominal,hrqn8w6vu,run_a_map,1.8108483055315008,1.804084166896996,-1.191106513390698,0.701688286199169,0.3074117826085059,-4.69479977276881,-0.7742977631376695
M3,19,nominal,ig1j8ozi9,run_a_map,3.78856775578188,1.3373256391544597,-0.0978806542943195,0.7848592173709701,0.3450820203232851,-3.397791422756706,-0.9773617440809308
M3,20,nominal,iogaivfgt,run_a_map,0.998184367275477,0.3296159203155629,-0.3971095713346415,1.177671206692534,0.1021244829537429,-4.892463193497305,-0.9430143791454446
M3,21,nominal,ir0t9ca41,run_a_map,-0.1280556492158009,-0.1208571203455457,-0.7033990195568028,0.4301929470492941,0.3163535095745161,-4.26431279773682,-0.7824267355620546
M3,22,nominal,jtf46arcd,run_a_map,1.4097945889225008,-2.036383212983091,-1.2643818424237296,1.2387429347249526,-0.1297231719217578,-4.957332914228708,-0.8124890295874392
M3,23,nominal,kimjztxjq,run_a_map,1.7608621311088086,0.8614059658704867,-0.212193447718359,1.214510770120858,0.3633219752582673,-4.123896206556936,-0.87098140183459
M3,24,nominal,kqi5vqk0e,run_a_map,2.8445542477599637,0.2834214347592272,0.163178735853065,-0.1211070110629038,0.9857468497234008,-4.604084674056084,-0.6181718024017363
M3,25,nominal,ljm2sl8s0,run_a_map,1.025202203672413,-0.0328568898662504,0.7791791145170107,0.9911372586453993,0.05507922430712,-4.51775730388043,-1.0755840649707464
M3,26,nominal,mu73zwng6,run_a_map,1.5317878929267048,0.4115926130027627,-0.5266565917801301,0.7233487023628759,0.1404479866377844,-4.46228055075771,-0.826756655192201
M3,27,nominal,n08qsd76x,run_a_map,1.0378503428266723,0.7678736882096558,-0.3445655250738586,0.8903841103204789,0.3379913150552993,-4.715176241701053,-0.8859417417159751
M3,28,nominal,nvbinkqjq,run_a_map,1.360022656899141,-0.7352077787253938,-0.4459093760464502,1.1073847060904052,0.1787825029139657,-4.367813803308356,-0.9226858278062818
M3,29,nominal,o7piq7dwr,run_a_map,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087
M3,30,nominal,od96gfdym,run_a_map,2.266995756546114,-0.2913623372578881,-0.2041404394578123,0.6242295391539893,0.1815073348913288,-3.6709784790943183,-0.7243758397605351
M3,31,nominal,omy06qkfz,run_a_map,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314
M3,32,nominal,orxx7nl6z,run_a_map,4.083887116178431,0.1016249497124417,-1.117724210408765,-0.237917362490094,0.0234489667992464,-4.705077005380049,-0.2749527230812751
M3,33,nominal,p5lejwwzi,run_a_map,-0.6518432787109818,-1.5578132458959637,-2.4279250773408645,0.707794671924654,0.0462210160679689,-4.381413592127319,-0.534052355769233
M3,34,nominal,qhp782ect,run_a_map,2.0055741049462887,-1.9009240260999969,0.0053114042871818,0.8734315099897965,0.0625709527000168,-5.895825051018046,-0.893189596212234
M3,35,nominal,rncbe0zlg,run_a_map,-0.0887987590882018,-0.0502058783959616,0.7580825793821607,0.7751249102710628,0.2358462303499468,-5.077400336651135,-1.1833030701486864
M3,36,nominal,ru26ufirj,run_a_map,1.8907700900968296,-1.9516496035309852,0.8951561706490674,0.5955252734375728,0.5434362923036803,-4.922143669293244,-0.4491389102297028
M3,37,nominal,rv0b4sx2y,run_a_map,-2.238260979600155,1.6474011946803144,-0.9256528573250764,0.3508368309595218,0.1401715389213114,-5.02911718784117,-0.832783480201773
M3,38,nominal,s4xqtibhr,run_a_map,0.8183455643978456,0.7397655374068354,-1.6049938178605596,0.4627602847364437,0.3369316372810587,-3.358322392929432,0.2893547906918127
M3,39,nominal,t0p3bj6ne,run_a_map,-0.5685711263310058,0.5755895040126042,0.5542128062185153,0.8679505109872441,0.3210588971506574,-3.8824619691090128,-0.7583069477311561
M3,40,nominal,ta33uq804,run_a_map,2.031074057044775,0.0647989817738841,-0.4089439153972098,0.9546125007453248,0.190061653164904,-4.686051922718179,-1.1087643590489435
M3,41,nominal,u3yyfob1i,run_a_map,1.5307048331024735,1.9539908726902595,-1.8748978909215357,0.7334590925762899,-0.1710887802292653,-3.276277999068564,-0.844567142578479
M3,42,nominal,uq15yb622,run_a_map,1.0790279946922157,0.6525929367950535,0.5983806053913094,1.149574305855678,0.2497660303693567,-4.5462206162593635,-1.033035217588001
M3,43,nominal,vdnjz8uta,run_a_map,-0.1235590903479365,-0.8029723968806095,2.932842274517661,0.762897996078444,0.1345681270026363,-4.667427046174928,-1.1051669215453068
M3,44,nominal,vr0a0xs4k,run_a_map,2.941968475552262,1.0732964324348309,-0.894450296639881,0.1531033985356579,0.3561283300134021,-4.046136049263589,-0.9682937642330396
M3,45,nominal,x71tw2ykd,run_a_map,-0.9093211866729664,1.0182020774061529,0.1669158291995223,1.1408653293108753,0.1793103860230545,-5.271638428808758,-0.8516312184227229
M3,46,nominal,xh8tt6q04,run_a_map,-1.1472498871506576,-2.461526627466009,-0.993123837468508,0.5716096702341449,0.1232437803336568,-5.011088344687321,-1.044344735966436
M3,47,nominal,xq3i744zg,run_a_map,1.900579373778424,1.4993790393720656,-1.4593862601513623,0.6190607716874555,0.1000364736966295,-3.287851934625088,-0.7930661534236007
M3,48,nominal,yj444yij9,run_a_map,2.087083820131496,0.1906339309143449,-0.5940797244712788,0.6697515112906786,0.2049106237932319,-4.683960002477138,-0.8773327180759826
M3,49,nominal,2rrjzhgj9,run_a_map,0.4200217278763111,0.0711363915519083,-0.3568237103869324,0.861522069758704,0.0069363576374608,-4.456391615859313,-1.0584955515789118
M3,50,nominal,3lmzwis6r,run_a_map,1.1588933902493193,0.0300571678843311,0.233198772099338,1.023334869230153,0.3258417301832143,-4.598606609768436,-0.8598598245722395
M3,51,nominal,4f8msviwg,run_a_map,-0.340244690301393,-1.5614420209122315,-0.5142628571129422,0.5556751476854422,0.1916670244526138,-6.290798260156057,-1.326566605736657
M3,52,nominal,52b64k0rp,run_a_map,3.826304348919176,1.1375854082443635,-1.6622434064088702,0.6452346559881017,0.0070947045345863,-5.015831097981955,-0.7694126129427722
M3,53,nominal,5wlmihb4c,run_a_map,2.0619462178401764,-0.2539557209270746,-0.430474939095173,0.8121643806596126,-0.1170391617728108,-4.723876884098606,-1.2530174630911604
M3,54,nominal,6owg3par9,run_a_map,0.2301643880592632,-0.0538220430346805,1.2105663278787304,0.6940015001645344,0.2442210205892072,-4.550481094141058,-0.9040077920700136
M3,55,nominal,8py7pm5i0,run_a_map,1.2193440699636036,1.3549402608343577,-0.516782125623177,0.3629806623616482,0.236590000677331,-4.090228704831508,-0.8706232366870666
M3,56,nominal,95vrrzevd,run_a_map,1.0163742289530653,-1.1470328370776883,0.8734474703727039,0.7844885567059058,-0.0984285938619633,-4.710797821305599,-1.2217595149743783
M3,57,nominal,bh348lli7,run_a_map,2.8559884972067704,-3.305381265512163,4.60517,-0.6233200686953921,-0.1894538895773403,-6.35198372839159,-0.8841343363339458
M3,58,nominal,c0ry57ax9,run_a_map,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324
M3,59,nominal,ck5f3lx8c,run_a_map,0.9778465616540862,0.036103346248729,0.7880120281192953,0.8018747707557988,0.2653105588437984,-5.052592034538317,-1.0842209623957189
M3,60,nominal,ctdyczfpw,run_a_map,0.3920171870974281,-1.7393958454284146,0.6950577425151301,0.8216072817502565,-0.0902701470142835,-4.604626114516602,-1.0550464745908426
M3,61,nominal,dasemqdsv,run_a_map,1.7964811159975418,-0.4983527104222978,-0.1560184037117578,0.6561209695478674,0.0406249169762785,-4.793614468315006,-1.007114121418076
M3,62,nominal,derouhkrw,run_a_map,0.5662768994379229,-0.0763110281846289,1.2579559620906104,0.8534141307825751,0.311692551814094,-4.204116167004322,-0.875786440418056
M3,63,nominal,dm8t9csqy,run_a_map,2.2352102271597145,-0.9008936548598598,0.44047847640393,0.8733263277071599,0.1995783323754678,-5.449616629396773,-1.021957210287251
M3,64,nominal,eqi6zanpf,run_a_map,1.5107620768685943,-1.871064532414064,0.3089626788445491,1.2040679320579517,0.0302272260380411,-5.0232537134079855,-1.0547012456766072
M3,65,nominal,etxmnk1pg,run_a_map,1.8355660360685644,-1.100972958697796,-0.4349367058186655,0.7724397295598187,0.2485257094132741,-5.497637576457374,-0.791635336628615
M3,66,nominal,goz8d3fp9,run_a_map,1.9075919598023656,-0.5620148219400511,0.5416865939407476,0.9681035830659284,0.1427622955553707,-5.150256588769876,-0.7296844624705952
M3,67,nominal,hrqn8w6vu,run_a_map,1.8108483055315008,1.804084166896996,-1.191106513390698,0.701688286199169,0.3074117826085059,-4.69479977276881,-0.7742977631376695
M3,68,nominal,ig1j8ozi9,run_a_map,3.78856775578188,1.3373256391544597,-0.0978806542943195,0.7848592173709701,0.3450820203232851,-3.397791422756706,-0.9773617440809308
M3,69,nominal,iogaivfgt,run_a_map,0.998184367275477,0.3296159203155629,-0.3971095713346415,1.177671206692534,0.1021244829537429,-4.892463193497305,-0.9430143791454446
M3,70,nominal,ir0t9ca41,run_a_map,-0.1280556492158009,-0.1208571203455457,-0.7033990195568028,0.4301929470492941,0.3163535095745161,-4.26431279773682,-0.7824267355620546
M3,71,nominal,jtf46arcd,run_a_map,1.4097945889225008,-2.036383212983091,-1.2643818424237296,1.2387429347249526,-0.1297231719217578,-4.957332914228708,-0.8124890295874392
M3,72,nominal,kimjztxjq,run_a_map,1.7608621311088086,0.8614059658704867,-0.212193447718359,1.214510770120858,0.3633219752582673,-4.123896206556936,-0.87098140183459
M3,73,nominal,kqi5vqk0e,run_a_map,2.8445542477599637,0.2834214347592272,0.163178735853065,-0.1211070110629038,0.9857468497234008,-4.604084674056084,-0.6181718024017363
M3,74,nominal,ljm2sl8s0,run_a_map,1.025202203672413,-0.0328568898662504,0.7791791145170107,0.9911372586453993,0.05507922430712,-4.51775730388043,-1.0755840649707464
M3,75,nominal,mu73zwng6,run_a_map,1.5317878929267048,0.4115926130027627,-0.5266565917801301,0.7233487023628759,0.1404479866377844,-4.46228055075771,-0.826756655192201
M3,76,nominal,n08qsd76x,run_a_map,1.0378503428266723,0.7678736882096558,-0.3445655250738586,0.8903841103204789,0.3379913150552993,-4.715176241701053,-0.8859417417159751
M3,77,nominal,nvbinkqjq,run_a_map,1.360022656899141,-0.7352077787253938,-0.4459093760464502,1.1073847060904052,0.1787825029139657,-4.367813803308356,-0.9226858278062818
M3,78,nominal,o7piq7dwr,run_a_map,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087
M3,79,nominal,od96gfdym,run_a_map,2.266995756546114,-0.2913623372578881,-0.2041404394578123,0.6242295391539893,0.1815073348913288,-3.6709784790943183,-0.7243758397605351
M3,80,nominal,omy06qkfz,run_a_map,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314
M3,81,nominal,orxx7nl6z,run_a_map,4.083887116178431,0.1016249497124417,-1.117724210408765,-0.237917362490094,0.0234489667992464,-4.705077005380049,-0.2749527230812751
M3,82,nominal,p5lejwwzi,run_a_map,-0.6518432787109818,-1.5578132458959637,-2.4279250773408645,0.707794671924654,0.0462210160679689,-4.381413592127319,-0.534052355769233
M3,83,nominal,qhp782ect,run_a_map,2.0055741049462887,-1.9009240260999969,0.0053114042871818,0.8734315099897965,0.0625709527000168,-5.895825051018046,-0.893189596212234
M3,84,nominal,rncbe0zlg,run_a_map,-0.0887987590882018,-0.0502058783959616,0.7580825793821607,0.7751249102710628,0.2358462303499468,-5.077400336651135,-1.1833030701486864
M3,85,nominal,ru26ufirj,run_a_map,1.8907700900968296,-1.9516496035309852,0.8951561706490674,0.5955252734375728,0.5434362923036803,-4.922143669293244,-0.4491389102297028
M3,86,nominal,rv0b4sx2y,run_a_map,-2.238260979600155,1.6474011946803144,-0.9256528573250764,0.3508368309595218,0.1401715389213114,-5.02911718784117,-0.832783480201773
M3,87,nominal,s4xqtibhr,run_a_map,0.8183455643978456,0.7397655374068354,-1.6049938178605596,0.4627602847364437,0.3369316372810587,-3.358322392929432,0.2893547906918127
M3,88,nominal,t0p3bj6ne,run_a_map,-0.5685711263310058,0.5755895040126042,0.5542128062185153,0.8679505109872441,0.3210588971506574,-3.8824619691090128,-0.7583069477311561
M3,89,nominal,ta33uq804,run_a_map,2.031074057044775,0.0647989817738841,-0.4089439153972098,0.9546125007453248,0.190061653164904,-4.686051922718179,-1.1087643590489435
M3,90,nominal,u3yyfob1i,run_a_map,1.5307048331024735,1.9539908726902595,-1.8748978909215357,0.7334590925762899,-0.1710887802292653,-3.276277999068564,-0.844567142578479
M3,91,nominal,uq15yb622,run_a_map,1.0790279946922157,0.6525929367950535,0.5983806053913094,1.149574305855678,0.2497660303693567,-4.5462206162593635,-1.033035217588001
M3,92,nominal,vdnjz8uta,run_a_map,-0.1235590903479365,-0.8029723968806095,2.932842274517661,0.762897996078444,0.1345681270026363,-4.667427046174928,-1.1051669215453068
M3,93,nominal,vr0a0xs4k,run_a_map,2.941968475552262,1.0732964324348309,-0.894450296639881,0.1531033985356579,0.3561283300134021,-4.046136049263589,-0.9682937642330396
M3,94,nominal,x71tw2ykd,run_a_map,-0.9093211866729664,1.0182020774061529,0.1669158291995223,1.1408653293108753,0.1793103860230545,-5.271638428808758,-0.8516312184227229
M3,95,nominal,xh8tt6q04,run_a_map,-1.1472498871506576,-2.461526627466009,-0.993123837468508,0.5716096702341449,0.1232437803336568,-5.011088344687321,-1.044344735966436
M3,96,nominal,xq3i744zg,run_a_map,1.900579373778424,1.4993790393720656,-1.4593862601513623,0.6190607716874555,0.1000364736966295,-3.287851934625088,-0.7930661534236007
M3,97,nominal,yj444yij9,run_a_map,2.087083820131496,0.1906339309143449,-0.5940797244712788,0.6697515112906786,0.2049106237932319,-4.683960002477138,-0.8773327180759826
M3,98,nominal,2rrjzhgj9,run_a_map,0.4200217278763111,0.0711363915519083,-0.3568237103869324,0.861522069758704,0.0069363576374608,-4.456391615859313,-1.0584955515789118
M3,99,nominal,3lmzwis6r,run_a_map,1.1588933902493193,0.0300571678843311,0.233198772099338,1.023334869230153,0.3258417301832143,-4.598606609768436,-0.8598598245722395
M3,100,nominal,4f8msviwg,run_a_map,-0.340244690301393,-1.5614420209122315,-0.5142628571129422,0.5556751476854422,0.1916670244526138,-6.290798260156057,-1.326566605736657
M3,101,nominal,52b64k0rp,run_a_map,3.826304348919176,1.1375854082443635,-1.6622434064088702,0.6452346559881017,0.0070947045345863,-5.015831097981955,-0.7694126129427722
M3,102,nominal,5wlmihb4c,run_a_map,2.0619462178401764,-0.2539557209270746,-0.430474939095173,0.8121643806596126,-0.1170391617728108,-4.723876884098606,-1.2530174630911604
M3,103,nominal,6owg3par9,run_a_map,0.2301643880592632,-0.0538220430346805,1.2105663278787304,0.6940015001645344,0.2442210205892072,-4.550481094141058,-0.9040077920700136
M3,104,nominal,8py7pm5i0,run_a_map,1.2193440699636036,1.3549402608343577,-0.516782125623177,0.3629806623616482,0.236590000677331,-4.090228704831508,-0.8706232366870666
M3,105,nominal,95vrrzevd,run_a_map,1.0163742289530653,-1.1470328370776883,0.8734474703727039,0.7844885567059058,-0.0984285938619633,-4.710797821305599,-1.2217595149743783
M3,106,nominal,bh348lli7,run_a_map,2.8559884972067704,-3.305381265512163,4.60517,-0.6233200686953921,-0.1894538895773403,-6.35198372839159,-0.8841343363339458
M3,107,nominal,c0ry57ax9,run_a_map,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324
M3,108,nominal,ck5f3lx8c,run_a_map,0.9778465616540862,0.036103346248729,0.7880120281192953,0.8018747707557988,0.2653105588437984,-5.052592034538317,-1.0842209623957189
M3,109,nominal,ctdyczfpw,run_a_map,0.3920171870974281,-1.7393958454284146,0.6950577425151301,0.8216072817502565,-0.0902701470142835,-4.604626114516602,-1.0550464745908426
M3,110,nominal,dasemqdsv,run_a_map,1.7964811159975418,-0.4983527104222978,-0.1560184037117578,0.6561209695478674,0.0406249169762785,-4.793614468315006,-1.007114121418076
M3,111,nominal,derouhkrw,run_a_map,0.5662768994379229,-0.0763110281846289,1.2579559620906104,0.8534141307825751,0.311692551814094,-4.204116167004322,-0.875786440418056
M3,112,nominal,dm8t9csqy,run_a_map,2.2352102271597145,-0.9008936548598598,0.44047847640393,0.8733263277071599,0.1995783323754678,-5.449616629396773,-1.021957210287251
M3,113,nominal,eqi6zanpf,run_a_map,1.5107620768685943,-1.871064532414064,0.3089626788445491,1.2040679320579517,0.0302272260380411,-5.0232537134079855,-1.0547012456766072
M3,114,nominal,etxmnk1pg,run_a_map,1.8355660360685644,-1.100972958697796,-0.4349367058186655,0.7724397295598187,0.2485257094132741,-5.497637576457374,-0.791635336628615
M3,115,nominal,goz8d3fp9,run_a_map,1.9075919598023656,-0.5620148219400511,0.5416865939407476,0.9681035830659284,0.1427622955553707,-5.150256588769876,-0.7296844624705952
M3,116,nominal,hrqn8w6vu,run_a_map,1.8108483055315008,1.804084166896996,-1.191106513390698,0.701688286199169,0.3074117826085059,-4.69479977276881,-0.7742977631376695
M3,117,nominal,ig1j8ozi9,run_a_map,3.78856775578188,1.3373256391544597,-0.0978806542943195,0.7848592173709701,0.3450820203232851,-3.397791422756706,-0.9773617440809308
M3,118,nominal,iogaivfgt,run_a_map,0.998184367275477,0.3296159203155629,-0.3971095713346415,1.177671206692534,0.1021244829537429,-4.892463193497305,-0.9430143791454446
M3,119,nominal,ir0t9ca41,run_a_map,-0.1280556492158009,-0.1208571203455457,-0.7033990195568028,0.4301929470492941,0.3163535095745161,-4.26431279773682,-0.7824267355620546
M3,120,nominal,jtf46arcd,run_a_map,1.4097945889225008,-2.036383212983091,-1.2643818424237296,1.2387429347249526,-0.1297231719217578,-4.957332914228708,-0.8124890295874392
M3,121,nominal,kimjztxjq,run_a_map,1.7608621311088086,0.8614059658704867,-0.212193447718359,1.214510770120858,0.3633219752582673,-4.123896206556936,-0.87098140183459
M3,122,nominal,kqi5vqk0e,run_a_map,2.8445542477599637,0.2834214347592272,0.163178735853065,-0.1211070110629038,0.9857468497234008,-4.604084674056084,-0.6181718024017363
M3,123,nominal,ljm2sl8s0,run_a_map,1.025202203672413,-0.0328568898662504,0.7791791145170107,0.9911372586453993,0.05507922430712,-4.51775730388043,-1.0755840649707464
M3,124,nominal,mu73zwng6,run_a_map,1.5317878929267048,0.4115926130027627,-0.5266565917801301,0.7233487023628759,0.1404479866377844,-4.46228055075771,-0.826756655192201
M3,125,nominal,n08qsd76x,run_a_map,1.0378503428266723,0.7678736882096558,-0.3445655250738586,0.8903841103204789,0.3379913150552993,-4.715176241701053,-0.8859417417159751
M3,126,nominal,nvbinkqjq,run_a_map,1.360022656899141,-0.7352077787253938,-0.4459093760464502,1.1073847060904052,0.1787825029139657,-4.367813803308356,-0.9226858278062818
M3,127,nominal,o7piq7dwr,run_a_map,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087
M3,128,nominal,od96gfdym,run_a_map,2.266995756546114,-0.2913623372578881,-0.2041404394578123,0.6242295391539893,0.1815073348913288,-3.6709784790943183,-0.7243758397605351
M3,129,nominal,omy06qkfz,run_a_map,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314
M3,130,nominal,orxx7nl6z,run_a_map,4.083887116178431,0.1016249497124417,-1.117724210408765,-0.237917362490094,0.0234489667992464,-4.705077005380049,-0.2749527230812751
M3,131,nominal,p5lejwwzi,run_a_map,-0.6518432787109818,-1.5578132458959637,-2.4279250773408645,0.707794671924654,0.0462210160679689,-4.381413592127319,-0.534052355769233
M3,132,nominal,qhp782ect,run_a_map,2.0055741049462887,-1.9009240260999969,0.0053114042871818,0.8734315099897965,0.0625709527000168,-5.895825051018046,-0.893189596212234
M3,133,nominal,rncbe0zlg,run_a_map,-0.0887987590882018,-0.0502058783959616,0.7580825793821607,0.7751249102710628,0.2358462303499468,-5.077400336651135,-1.1833030701486864
